id,season,match_no,date,player_name,O,M,R,W,ECON,WD,NB
76,2021/22,14th,Jan 31 2022,Mahedi Hasan,4,0,13,0,3.25,1,0
72,2021/22,18th, Feb 3 2022,Nahidul Islam,3,0,21,1,7.00,0,0
76,2021/22,14th,Jan 31 2022,Khaled Ahmed,4,0,41,3,10.25,1,1
72,2021/22,18th, Feb 3 2022,Tanvir Islam,3,0,21,1,7.00,0,0
73,2021/22,17th, Feb 3 2022,Khaled Ahmed,4,0,20,2,5.00,1,0
645,2019/20,1st,Dec 11 2019,Nasum Ahmed,4,0,34,1,8.50,0,0
644,2019/20,2nd,Dec 11 2019,Mohammad Nabi,3,0,14,1,4.66,0,0
75,2021/22,15th, Feb 1 2022,Nahidul Islam,4,0,24,0,6.00,0,0
74,2021/22,16th, Feb 1 2022,Shoriful Islam,2.1,0,9,2,4.15,1,0
76,2021/22,14th,Jan 31 2022,Kamrul Islam,3,0,25,2,8.33,1,0
72,2021/22,18th, Feb 3 2022,Sunil Narine,4,0,32,0,8.00,1,0
643,2019/20,3rd,Dec 12 2019,Andre Russell,3,0,8,0,2.66,1,0
73,2021/22,17th, Feb 3 2022,Nabil Samad,4,1,10,1,2.50,1,0
645,2019/20,1st,Dec 11 2019,Rubel Hossain,4,0,27,2,6.75,0,0
644,2019/20,2nd,Dec 11 2019,Junaid Khan,4,0,47,0,11.75,1,0
75,2021/22,15th, Feb 1 2022,Mustafizur Rahman,4,0,26,1,6.50,1,0
74,2021/22,16th, Feb 1 2022,Mehidy Hasan Miraz,4,0,25,0,6.25,1,0
76,2021/22,14th,Jan 31 2022,Thisara Perera,4,0,32,1,8.00,0,0
72,2021/22,18th, Feb 3 2022,Mustafizur Rahman,4,0,27,5,6.75,1,0
643,2019/20,3rd,Dec 12 2019,Abu Jayed,4,0,43,2,10.75,3,1
642,2019/20,4th,Dec 12 2019,Mohammad Amir,4,0,33,0,8.25,3,0
73,2021/22,17th, Feb 3 2022,Kamrul Islam,4,0,31,1,7.75,1,0
640,2019/20,6th,Dec 13 2019,Mujeeb Ur Rahman,4,0,15,1,3.75,1,0
639,2019/20,7th,Dec 14 2019,Mehedi Hasan Rana,4,0,33,1,8.25,0,0
20,2015/16,Final,Dec 15 2015,Ashar Zaidi,4,0,26,1,6.50,1,0
30,2016/17,Final, Dec 9 2016,Kesrick Williams,4,0,36,1,9.00,1,0
645,2019/20,1st,Dec 11 2019,Rayad Emrit,4,0,38,1,9.50,0,0
638,2019/20,8th,Dec 14 2019,Nayeem Hasan,4,0,35,1,8.75,0,1
641,2019/20,5th,Dec 13 2019,Andre Russell,3.3,0,25,1,7.14,0,0
644,2019/20,2nd,Dec 11 2019,Sanjit Saha,4,0,26,2,6.50,0,0
75,2021/22,15th, Feb 1 2022,Shohidul Islam,3.1,0,32,1,10.10,0,0
74,2021/22,16th, Feb 1 2022,Will Jacks,4,0,32,1,8.00,0,0
76,2021/22,14th,Jan 31 2022,Seekkuge Prasanna,1,0,11,0,11.00,0,0
72,2021/22,18th, Feb 3 2022,Moeen Ali,3,0,27,0,9.00,0,0
643,2019/20,3rd,Dec 12 2019,Taijul Islam,3,0,23,1,7.66,0,0
642,2019/20,4th,Dec 12 2019,Robbie Frylinck,4,0,21,1,5.25,0,0
73,2021/22,17th, Feb 3 2022,Mahedi Hasan,1,0,8,0,8.00,0,0
640,2019/20,6th,Dec 13 2019,Al-Amin Hossain,4,0,29,0,7.25,3,0
639,2019/20,7th,Dec 14 2019,Rubel Hossain,4,0,32,1,8.00,1,0
20,2015/16,Final,Dec 15 2015,Nuwan Kulasekara,4,0,37,1,9.25,0,0
30,2016/17,Final, Dec 9 2016,Farhad Reza,4,0,28,3,7.00,1,0
645,2019/20,1st,Dec 11 2019,Muktar Ali,3,0,22,0,7.33,0,0
638,2019/20,8th,Dec 14 2019,Krishmar Santokie,4,0,36,0,9.00,0,0
641,2019/20,5th,Dec 13 2019,Taijul Islam,2,0,15,0,7.50,0,0
644,2019/20,2nd,Dec 11 2019,Mustafizur Rahman,4,0,37,2,9.25,0,1
75,2021/22,15th, Feb 1 2022,Karim Janat,3.5,0,46,1,12.00,2,2
74,2021/22,16th, Feb 1 2022,Afif Hossain,2,0,16,1,8.00,0,0
76,2021/22,14th,Jan 31 2022,Yasir Ali,1,0,8,0,8.00,0,0
72,2021/22,18th, Feb 3 2022,Nasum Ahmed,4,0,26,0,6.50,0,0
643,2019/20,3rd,Dec 12 2019,Farhad Reza,2,0,14,1,7.00,0,0
642,2019/20,4th,Dec 12 2019,Shafiul Islam,4,0,30,1,7.50,3,0
73,2021/22,17th, Feb 3 2022,Seekkuge Prasanna,2,0,22,0,11.00,0,0
640,2019/20,6th,Dec 13 2019,Abu Hider,3,0,29,1,9.66,1,0
637,2019/20,9th,Dec 17 2019,Mehidy Hasan Miraz,2,0,17,0,8.50,0,0
639,2019/20,7th,Dec 14 2019,Kesrick Williams,4,0,35,2,8.75,0,0
636,2019/20,10th,Dec 17 2019,Nasum Ahmed,4,1,17,0,4.25,0,0
20,2015/16,Final,Dec 15 2015,Abu Hider,4,0,35,0,8.75,1,0
30,2016/17,Final, Dec 9 2016,Mehidy Hasan Miraz,4,0,22,1,5.50,2,0
645,2019/20,1st,Dec 11 2019,Nasir Hossain,4,0,22,0,5.50,0,0
638,2019/20,8th,Dec 14 2019,Ebadot Hossain,4,0,39,1,9.75,2,0
641,2019/20,5th,Dec 13 2019,Abu Jayed,2,0,14,0,7.00,0,0
644,2019/20,2nd,Dec 11 2019,Taskin Ahmed,2,0,23,0,11.50,0,0
75,2021/22,15th, Feb 1 2022,Tanvir Islam,4,0,36,2,9.00,0,0
74,2021/22,16th, Feb 1 2022,Benny Howell,3,0,20,1,6.66,1,0
76,2021/22,14th,Jan 31 2022,Farhad Reza,1.5,0,14,2,7.63,0,0
72,2021/22,18th, Feb 3 2022,Shoriful Islam,3,0,26,0,8.66,2,0
643,2019/20,3rd,Dec 12 2019,Alok Kapali,4,0,18,1,4.50,0,0
642,2019/20,4th,Dec 12 2019,Shohidul Islam,4,0,32,1,8.00,0,0
73,2021/22,17th, Feb 3 2022,Thisara Perera,3,0,30,0,10.00,1,0
640,2019/20,6th,Dec 13 2019,Dasun Shanaka,4,0,48,2,12.00,0,0
637,2019/20,9th,Dec 17 2019,Mohammad Amir,4,0,36,2,9.00,3,0
639,2019/20,7th,Dec 14 2019,Nasir Hossain,1,0,13,0,13.00,0,0
635,2019/20,11th,Dec 18 2019,Mujeeb Ur Rahman,4,0,25,2,6.25,1,0
636,2019/20,10th,Dec 17 2019,Rubel Hossain,4,0,28,2,7.00,0,0
634,2019/20,12th,Dec 18 2019,Mashrafe Mortaza,3,0,42,0,14.00,0,0
632,2019/20,14th,Dec 20 2019,Mujeeb Ur Rahman,4,0,31,1,7.75,1,0
633,2019/20,13th,Dec 20 2019,Mohammad Amir,4,0,24,2,6.00,0,0
631,2019/20,15th,Dec 21 2019,Robbie Frylinck,4,0,37,2,9.25,0,0
20,2015/16,Final,Dec 15 2015,Naeem Islam jnr,1,0,9,0,9.00,0,0
630,2019/20,16th,Dec 21 2019,Mustafizur Rahman,4,1,23,2,5.75,0,1
30,2016/17,Final, Dec 9 2016,Afif Hossain,2,0,23,1,11.50,0,0
645,2019/20,1st,Dec 11 2019,Sohag Gazi,4,0,36,0,9.00,0,0
638,2019/20,8th,Dec 14 2019,Nazmul Islam,2,0,26,0,13.00,2,0
641,2019/20,5th,Dec 13 2019,Alok Kapali,3,0,17,3,5.66,1,0
644,2019/20,2nd,Dec 11 2019,Lewis Gregory,3,0,25,2,8.33,2,0
75,2021/22,15th, Feb 1 2022,Rubel Hossain,2,0,5,1,2.50,0,0
74,2021/22,16th, Feb 1 2022,Nasum Ahmed,2,0,32,0,16.00,1,0
76,2021/22,14th,Jan 31 2022,Mujeeb Ur Rahman,4,1,13,0,3.25,0,0
72,2021/22,18th, Feb 3 2022,Mehidy Hasan Miraz,3,0,31,0,10.33,0,0
643,2019/20,3rd,Dec 12 2019,Minhajul Abedin Afridi,1,0,12,0,12.00,0,0
642,2019/20,4th,Dec 12 2019,Aminul Islam,4,0,25,1,6.25,0,0
73,2021/22,17th, Feb 3 2022,Soumya Sarkar,2,0,16,1,8.00,0,0
640,2019/20,6th,Dec 13 2019,Soumya Sarkar,4,0,39,2,9.75,1,0
637,2019/20,9th,Dec 17 2019,Robbie Frylinck,4,0,29,1,7.25,1,0
639,2019/20,7th,Dec 14 2019,Ryan Burl,3,0,24,1,8.00,1,0
635,2019/20,11th,Dec 18 2019,Abu Hider,4,0,39,0,9.75,0,0
636,2019/20,10th,Dec 17 2019,Mehedi Hasan Rana,4,1,23,4,5.75,2,0
634,2019/20,12th,Dec 18 2019,Salauddin Sakil,3,0,27,1,9.00,0,0
632,2019/20,14th,Dec 20 2019,Al-Amin Hossain,2,0,27,0,13.50,2,0
633,2019/20,13th,Dec 20 2019,Robbie Frylinck,1,0,9,0,9.00,0,0
631,2019/20,15th,Dec 21 2019,Mohammad Amir,4,0,45,0,11.25,2,0
20,2015/16,Final,Dec 15 2015,Darren Stevens,3,0,19,1,6.33,0,0
630,2019/20,16th,Dec 21 2019,Mukidul Islam,4,0,42,1,10.50,1,0
30,2016/17,Final, Dec 9 2016,Daren Sammy,2,0,22,1,11.00,2,0
645,2019/20,1st,Dec 11 2019,Krishmar Santokie,4,0,34,1,8.50,4,1
638,2019/20,8th,Dec 14 2019,Mosaddek Hossain,3,0,16,1,5.33,0,0
641,2019/20,5th,Dec 13 2019,Ravi Bopara,3,0,10,2,3.33,0,0
644,2019/20,2nd,Dec 11 2019,Mujeeb Ur Rahman,3,0,7,1,2.33,2,0
75,2021/22,15th, Feb 1 2022,Mashrafe Mortaza,2,0,21,0,10.50,0,0
74,2021/22,16th, Feb 1 2022,Mrittunjoy Chowdhury,2,0,12,4,6.00,0,1
76,2021/22,14th,Jan 31 2022,Shafiqul Islam,4,0,39,1,9.75,0,0
72,2021/22,18th, Feb 3 2022,Benny Howell,4,0,29,0,7.25,2,0
643,2019/20,3rd,Dec 12 2019,Ravi Bopara,3,0,15,1,5.00,2,0
642,2019/20,4th,Dec 12 2019,Nasum Ahmed,2,0,18,1,9.00,0,0
73,2021/22,17th, Feb 3 2022,Shiraz Ahmed,3,0,18,0,6.00,1,0
640,2019/20,6th,Dec 13 2019,Mashrafe Mortaza,3,0,27,1,9.00,0,0
637,2019/20,9th,Dec 17 2019,Shafiul Islam,4,0,38,0,9.50,1,0
639,2019/20,7th,Dec 14 2019,Mahmudullah,4,0,17,1,4.25,0,0
635,2019/20,11th,Dec 18 2019,Sunzamul Islam,4,0,38,1,9.50,1,0
636,2019/20,10th,Dec 17 2019,Muktar Ali,4,0,26,1,6.50,0,1
634,2019/20,12th,Dec 18 2019,Hasan Mahmud,4,0,55,2,13.75,1,3
632,2019/20,14th,Dec 20 2019,Sumon Khan,3,0,25,0,8.33,0,0
633,2019/20,13th,Dec 20 2019,Mehidy Hasan Miraz,4,0,25,0,6.25,1,0
631,2019/20,15th,Dec 21 2019,Shafiul Islam,4,0,44,1,11.00,3,0
20,2015/16,Final,Dec 15 2015,Mashrafe Mortaza,4,0,28,1,7.00,0,0
630,2019/20,16th,Dec 21 2019,Lewis Gregory,4,0,27,2,6.75,0,0
30,2016/17,Final, Dec 9 2016,Nazmul Islam,2,0,13,0,6.50,1,0
645,2019/20,1st,Dec 11 2019,Nazmul Islam,3,0,23,2,7.66,0,0
638,2019/20,8th,Dec 14 2019,Delwar Hossain,3,0,28,1,9.33,0,0
641,2019/20,5th,Dec 13 2019,Farhad Reza,2,0,9,2,4.50,0,0
644,2019/20,2nd,Dec 11 2019,Abu Hider,2,0,19,1,9.50,1,0
75,2021/22,15th, Feb 1 2022,Ebadot Hossain,3,0,21,2,7.00,0,0
74,2021/22,16th, Feb 1 2022,Mujeeb Ur Rahman,4,1,9,3,2.25,2,0
76,2021/22,14th,Jan 31 2022,Shakib Al Hasan,4,0,10,2,2.50,0,0
72,2021/22,18th, Feb 3 2022,Afif Hossain,1,0,10,0,10.00,0,0
643,2019/20,3rd,Dec 12 2019,Mashrafe Mortaza,3,0,18,0,6.00,0,0
642,2019/20,4th,Dec 12 2019,Nasir Hossain,2,0,16,0,8.00,0,0
73,2021/22,17th, Feb 3 2022,Sohag Gazi,1,0,15,0,15.00,0,0
640,2019/20,6th,Dec 13 2019,Mahedi Hasan,4,0,28,1,7.00,0,0
637,2019/20,9th,Dec 17 2019,Shohidul Islam,4,0,35,1,8.75,1,0
639,2019/20,7th,Dec 14 2019,Arafat Sunny,3,0,24,0,8.00,0,0
635,2019/20,11th,Dec 18 2019,Al-Amin Hossain,4,0,45,1,11.25,0,1
636,2019/20,10th,Dec 17 2019,Kesrick Williams,4,0,31,1,7.75,1,0
634,2019/20,12th,Dec 18 2019,Mahedi Hasan,2,0,33,0,16.50,0,0
632,2019/20,14th,Dec 20 2019,Abu Hider,2,0,38,0,19.00,2,0
633,2019/20,13th,Dec 20 2019,Shafiul Islam,4,1,21,3,5.25,0,0
631,2019/20,15th,Dec 21 2019,Shohidul Islam,4,0,48,1,12.00,0,0
20,2015/16,Final,Dec 15 2015,Mohammad Sami,4,0,24,1,6.00,0,0
630,2019/20,16th,Dec 21 2019,Mohammad Nabi,4,0,33,1,8.25,1,0
30,2016/17,Final, Dec 9 2016,Samit Patel,2,0,8,1,4.00,0,0
645,2019/20,1st,Dec 11 2019,Ebadot Hossain,4,0,33,1,8.25,1,0
638,2019/20,8th,Dec 14 2019,Mashrafe Mortaza,4,0,29,2,7.25,2,0
641,2019/20,5th,Dec 13 2019,Nayeem Hasan,3,1,16,1,5.33,0,0
644,2019/20,2nd,Dec 11 2019,Al-Amin Hossain,3,0,14,3,4.66,1,0
75,2021/22,15th, Feb 1 2022,Shuvagata Hom,1,0,18,0,18.00,0,0
74,2021/22,16th, Feb 1 2022,Shafiqul Islam,1,0,11,0,11.00,1,0
76,2021/22,14th,Jan 31 2022,Dwayne Bravo,4,0,40,3,10.00,1,0
72,2021/22,18th, Feb 3 2022,Mrittunjoy Chowdhury,1.3,0,21,1,14.00,1,0
643,2019/20,3rd,Dec 12 2019,Hasan Mahmud,4,0,35,0,8.75,1,0
642,2019/20,4th,Dec 12 2019,Rubel Hossain,3,0,31,0,10.33,0,0
73,2021/22,17th, Feb 3 2022,Muktar Ali,3,0,31,0,10.33,0,1
640,2019/20,6th,Dec 13 2019,Shuvagata Hom,1,0,14,0,14.00,0,0
637,2019/20,9th,Dec 17 2019,Andre Russell,4,0,41,2,10.25,2,0
639,2019/20,7th,Dec 14 2019,Mohammad Nabi,4,0,30,1,7.50,0,0
635,2019/20,11th,Dec 18 2019,Dasun Shanaka,2,0,16,0,8.00,3,0
636,2019/20,10th,Dec 17 2019,Nazmul Islam,4,0,34,0,8.50,1,0
634,2019/20,12th,Dec 18 2019,Thisara Perera,4,0,33,0,8.25,0,0
632,2019/20,14th,Dec 20 2019,Dawid Malan,2,0,25,0,12.50,0,0
633,2019/20,13th,Dec 20 2019,Shohidul Islam,3,0,32,2,10.66,0,0
631,2019/20,15th,Dec 21 2019,Robiul Haque,3,0,44,1,14.66,1,0
20,2015/16,Final,Dec 15 2015,Al-Amin Hossain,3,0,30,0,10.00,0,0
630,2019/20,16th,Dec 21 2019,Sanjit Saha,3,0,25,1,8.33,0,0
30,2016/17,Final, Dec 9 2016,Abu Jayed,3,0,12,2,4.00,1,0
645,2019/20,1st,Dec 11 2019,Mosaddek Hossain,1,0,9,1,9.00,0,0
638,2019/20,8th,Dec 14 2019,Hasan Mahmud,4,0,24,2,6.00,0,2
641,2019/20,5th,Dec 13 2019,Ebadot Hossain,2,0,20,0,10.00,0,0
644,2019/20,2nd,Dec 11 2019,Dasun Shanaka,1,0,6,0,6.00,0,0
75,2021/22,15th, Feb 1 2022,Qais Ahmad,4,0,27,2,6.75,0,0
74,2021/22,16th, Feb 1 2022,Chris Gayle,3,0,25,0,8.33,0,0
643,2019/20,3rd,Dec 12 2019,Mahedi Hasan,4,0,23,1,5.75,0,0
642,2019/20,4th,Dec 12 2019,Rayad Emrit,1,0,18,0,18.00,0,0
73,2021/22,17th, Feb 3 2022,Nazmul Islam,3.2,0,39,1,11.70,1,0
640,2019/20,6th,Dec 13 2019,Hasan Mahmud,2,0,17,0,8.50,0,0
637,2019/20,9th,Dec 17 2019,Kamrul Islam,2,0,18,1,9.00,0,0
639,2019/20,7th,Dec 14 2019,Mustafizur Rahman,3.2,0,21,0,6.30,2,0
635,2019/20,11th,Dec 18 2019,Soumya Sarkar,2,0,16,1,8.00,0,0
636,2019/20,10th,Dec 17 2019,Krishmar Santokie,4,0,13,3,3.25,0,0
634,2019/20,12th,Dec 18 2019,Nasum Ahmed,4,0,28,0,7.00,0,0
632,2019/20,14th,Dec 20 2019,Soumya Sarkar,3,0,44,2,14.66,3,0
633,2019/20,13th,Dec 20 2019,Mustafizur Rahman,2,0,18,1,9.00,3,1
631,2019/20,15th,Dec 21 2019,Monir Hossain,3,0,31,2,10.33,1,0
20,2015/16,Final,Dec 15 2015,Mahmudullah,4,0,23,2,5.75,0,0
630,2019/20,16th,Dec 21 2019,Rubel Hossain,4,0,37,2,9.25,1,0
30,2016/17,Final, Dec 9 2016,Andre Russell,3.4,0,21,1,5.72,0,0
638,2019/20,8th,Dec 14 2019,Thisara Perera,2,0,31,0,15.50,0,0
641,2019/20,5th,Dec 13 2019,Krishmar Santokie,1,0,15,0,15.00,0,0
644,2019/20,2nd,Dec 11 2019,Soumya Sarkar,2,0,12,2,6.00,1,0
75,2021/22,15th, Feb 1 2022,Mahmudullah,3,0,17,0,5.66,0,0
74,2021/22,16th, Feb 1 2022,Towhid Hridoy,2,0,11,0,5.50,0,0
643,2019/20,3rd,Dec 12 2019,Wahab Riaz,3.2,0,26,0,7.80,1,0
642,2019/20,4th,Dec 12 2019,Muktar Ali,1,0,20,1,20.00,0,0
73,2021/22,17th, Feb 3 2022,Mosaddek Hossain,1,0,20,0,20.00,0,0
640,2019/20,6th,Dec 13 2019,Wahab Riaz,3,0,16,2,5.33,0,1
637,2019/20,9th,Dec 17 2019,Afif Hossain,3,0,24,1,8.00,0,0
639,2019/20,7th,Dec 14 2019,Rishad Hossain,2,0,29,0,14.50,2,0
635,2019/20,11th,Dec 18 2019,Al-Amin,1,0,17,0,17.00,0,0
636,2019/20,10th,Dec 17 2019,Ebadot Hossain,4,1,28,1,7.00,2,0
634,2019/20,12th,Dec 18 2019,Mehedi Hasan Rana,4,0,23,3,5.75,2,0
632,2019/20,14th,Dec 20 2019,Dasun Shanaka,4,0,47,1,11.75,2,0
633,2019/20,13th,Dec 20 2019,Mukidul Islam,3,0,28,1,9.33,0,0
631,2019/20,15th,Dec 21 2019,Krishmar Santokie,4,0,37,3,9.25,2,0
20,2015/16,Final,Dec 15 2015,Kevon Cooper,4,0,31,2,7.75,0,0
630,2019/20,16th,Dec 21 2019,Mehedi Hasan Rana,3,0,16,1,5.33,0,0
30,2016/17,Final, Dec 9 2016,Shakib Al Hasan,4,0,30,2,7.50,0,0
638,2019/20,8th,Dec 14 2019,Wahab Riaz,4,0,32,1,8.00,3,0
641,2019/20,5th,Dec 13 2019,Naveen-ul-Haq,2,0,19,1,9.50,1,0
644,2019/20,2nd,Dec 11 2019,Sunzamul Islam,2,0,4,2,2.00,1,0
75,2021/22,15th, Feb 1 2022,Andre Russell,2.3,0,17,3,6.80,0,0
74,2021/22,16th, Feb 1 2022,Dwayne Bravo,3.4,0,35,2,9.54,1,0
643,2019/20,3rd,Dec 12 2019,Shahid Afridi,3,0,25,0,8.33,0,0
642,2019/20,4th,Dec 12 2019,Kesrick Williams,2.5,0,27,0,9.52,0,0
640,2019/20,6th,Dec 13 2019,Shahid Afridi,3,0,24,0,8.00,0,0
637,2019/20,9th,Dec 17 2019,Abu Jayed,1,0,7,0,7.00,1,0
639,2019/20,7th,Dec 14 2019,Lewis Gregory,4,0,27,2,6.75,1,0
635,2019/20,11th,Dec 18 2019,Mohammad Nabi,4,0,25,1,6.25,0,0
636,2019/20,10th,Dec 17 2019,Delwar Hossain,4,0,31,1,7.75,0,0
634,2019/20,12th,Dec 18 2019,Nasir Hossain,4,0,60,2,15.00,2,0
632,2019/20,14th,Dec 20 2019,Nasum Ahmed,3,0,40,0,13.33,0,0
633,2019/20,13th,Dec 20 2019,Mohammad Nabi,2,0,21,0,10.50,1,0
631,2019/20,15th,Dec 21 2019,Sohag Gazi,4,0,35,0,8.75,0,0
20,2015/16,Final,Dec 15 2015,Rayad Emrit,3,0,22,0,7.33,0,0
630,2019/20,16th,Dec 21 2019,Liam Plunkett,4,0,46,1,11.50,1,0
30,2016/17,Final, Dec 9 2016,Dwayne Bravo,3,0,20,1,6.66,1,0
638,2019/20,8th,Dec 14 2019,Shadab Khan,4,0,28,0,7.00,0,0
641,2019/20,5th,Dec 13 2019,Jeevan Mendis,2,0,14,0,7.00,0,0
74,2021/22,16th, Feb 1 2022,Shakib Al Hasan,4,0,23,3,5.75,0,0
640,2019/20,6th,Dec 13 2019,Thisara Perera,4,0,30,5,7.50,0,0
637,2019/20,9th,Dec 17 2019,Shoaib Malik,2,0,14,0,7.00,0,0
639,2019/20,7th,Dec 14 2019,Taskin Ahmed,1,0,14,0,14.00,1,0
635,2019/20,11th,Dec 18 2019,Mukidul Islam,4,0,26,1,6.50,0,1
634,2019/20,12th,Dec 18 2019,Muktar Ali,4,0,42,3,10.50,0,1
632,2019/20,14th,Dec 20 2019,Rubel Hossain,4,0,30,1,7.50,0,0
633,2019/20,13th,Dec 20 2019,Arafat Sunny,2.3,0,28,0,11.20,0,0
631,2019/20,15th,Dec 21 2019,Mosaddek Hossain,1,0,8,0,8.00,0,0
630,2019/20,16th,Dec 21 2019,Nasum Ahmed,4,0,23,0,5.75,0,0
30,2016/17,Final, Dec 9 2016,Sunzamul Islam,4,0,17,2,4.25,0,0
74,2021/22,16th, Feb 1 2022,Mehedi Hasan Rana,2,0,21,2,10.50,0,0
637,2019/20,9th,Dec 17 2019,Ravi Bopara,2.4,0,32,1,12.00,1,0
639,2019/20,7th,Dec 14 2019,Tom Abell,1,0,11,1,11.00,0,0
635,2019/20,11th,Dec 18 2019,Lewis Gregory,4,0,55,0,13.75,0,0
634,2019/20,12th,Dec 18 2019,Kesrick Williams,4,0,48,2,12.00,2,1
632,2019/20,14th,Dec 20 2019,Mehedi Hasan Rana,4,1,28,4,7.00,1,0
631,2019/20,15th,Dec 21 2019,Ebadot Hossain,3.3,0,17,2,4.85,0,0
637,2019/20,9th,Dec 17 2019,Alok Kapali,3,0,31,0,10.33,0,0
635,2019/20,11th,Dec 18 2019,Mustafizur Rahman,4,0,35,1,8.75,1,1
632,2019/20,14th,Dec 20 2019,Kesrick Williams,4,0,51,1,12.75,1,0
631,2019/20,15th,Dec 21 2019,Naveen-ul-Haq,3,0,21,1,7.00,1,0
637,2019/20,9th,Dec 17 2019,Taijul Islam,1,0,11,0,11.00,0,0
635,2019/20,11th,Dec 18 2019,Tom Abell,2.4,0,21,1,7.87,0,0
632,2019/20,14th,Dec 20 2019,Muktar Ali,4,0,55,1,13.75,1,0
627,2019/20,19th,Dec 24 2019,Mahedi Hasan,3,0,33,1,11.00,1,0
627,2019/20,19th,Dec 24 2019,Hasan Mahmud,3,0,29,0,9.66,0,0
626,2019/20,20th,Dec 24 2019,Andre Russell,4,0,26,2,6.50,1,0
627,2019/20,19th,Dec 24 2019,Shadab Khan,4,0,23,1,5.75,2,0
629,2019/20,17th,Dec 23 2019,Mashrafe Mortaza,3,0,21,0,7.00,0,1
625,2019/20,21st,Dec 27 2019,Rubel Hossain,3,0,27,0,9.00,0,0
626,2019/20,20th,Dec 24 2019,Mohammad Irfan,4,0,23,2,5.75,1,0
624,2019/20,22nd,Dec 27 2019,Mukidul Islam,2,0,34,0,17.00,2,0
623,2019/20,23rd,Dec 28 2019,Abu Hider,3,0,31,0,10.33,2,0
628,2019/20,18th,Dec 23 2019,Andre Russell,4,0,37,4,9.25,3,1
622,2019/20,24th,Dec 28 2019,Mohammad Amir,4,0,17,0,4.25,2,0
627,2019/20,19th,Dec 24 2019,Shahid Afridi,4,0,26,2,6.50,0,0
629,2019/20,17th,Dec 23 2019,Mahedi Hasan,4,0,9,2,2.25,2,0
625,2019/20,21st,Dec 27 2019,Nasum Ahmed,4,0,21,1,5.25,2,0
625,2019/20,21st,Dec 27 2019,Mehedi Hasan Rana,4,0,26,0,6.50,2,0
626,2019/20,20th,Dec 24 2019,Afif Hossain,3,0,23,1,7.66,1,0
624,2019/20,22nd,Dec 27 2019,Mustafizur Rahman,4,0,28,3,7.00,1,0
623,2019/20,23rd,Dec 28 2019,Mujeeb Ur Rahman,4,0,25,1,6.25,0,0
628,2019/20,18th,Dec 23 2019,Mohammad Irfan,3,0,12,0,4.00,1,0
622,2019/20,24th,Dec 28 2019,Robbie Frylinck,4,0,58,2,14.50,3,0
621,2019/20,25th,Dec 30 2019,Arafat Sunny,4,1,24,1,6.00,0,0
627,2019/20,19th,Dec 24 2019,Wahab Riaz,4,0,35,0,8.75,0,0
620,2019/20,26th,Dec 30 2019,Andre Russell,4,0,37,1,9.25,1,0
629,2019/20,17th,Dec 23 2019,Hasan Mahmud,3,0,34,0,11.33,1,0
619,2019/20,27th,Dec 31 2019,Mujeeb Ur Rahman,4,0,18,0,4.50,1,0
618,2019/20,28th,Dec 31 2019,Andre Russell,0.3,0,11,0,22.00,1,0
616,2019/20,30th, Jan 2 2020,Naveen-ul-Haq,4,0,25,0,6.25,1,0
615,2019/20,31st, Jan 3 2020,Tanvir Islam,1,0,8,0,8.00,0,0
625,2019/20,21st,Dec 27 2019,Liam Plunkett,4,0,30,1,7.50,1,0
614,2019/20,32nd, Jan 3 2020,Krishmar Santokie,4,0,56,1,14.00,1,1
626,2019/20,20th,Dec 24 2019,Kamrul Islam,1,0,13,0,13.00,0,0
624,2019/20,22nd,Dec 27 2019,Mohammad Nabi,4,0,16,1,4.00,1,0
623,2019/20,23rd,Dec 28 2019,Al-Amin Hossain,4,0,49,0,12.25,3,0
617,2019/20,29th, Jan 2 2020,Arafat Sunny,4,0,45,1,11.25,0,0
628,2019/20,18th,Dec 23 2019,Kamrul Islam,3,0,23,2,7.66,0,0
622,2019/20,24th,Dec 28 2019,Tanvir Islam,4,0,23,0,5.75,1,0
621,2019/20,25th,Dec 30 2019,Mustafizur Rahman,4,0,10,3,2.50,1,0
627,2019/20,19th,Dec 24 2019,Sohag Gazi,4,0,47,0,11.75,1,0
620,2019/20,26th,Dec 30 2019,Mohammad Irfan,4,0,29,0,7.25,1,0
629,2019/20,17th,Dec 23 2019,Wahab Riaz,4,0,32,0,8.00,0,1
619,2019/20,27th,Dec 31 2019,Abu Hider,2,0,17,0,8.50,0,0
618,2019/20,28th,Dec 31 2019,Shoaib Malik,2.3,0,6,0,2.40,0,0
616,2019/20,30th, Jan 2 2020,Ebadot Hossain,4,0,33,3,8.25,2,0
615,2019/20,31st, Jan 3 2020,Robbie Frylinck,4,0,18,0,4.50,2,0
625,2019/20,21st,Dec 27 2019,Muktar Ali,4,0,18,2,4.50,2,0
614,2019/20,32nd, Jan 3 2020,Ebadot Hossain,4,0,30,2,7.50,0,0
626,2019/20,20th,Dec 24 2019,Nahidul Islam,1,0,13,0,13.00,0,0
624,2019/20,22nd,Dec 27 2019,Lewis Gregory,4,0,36,2,9.00,2,0
623,2019/20,23rd,Dec 28 2019,David Wiese,2,0,30,0,15.00,1,0
617,2019/20,29th, Jan 2 2020,Mustafizur Rahman,4,0,41,2,10.25,1,1
628,2019/20,18th,Dec 23 2019,Abu Jayed,1,0,12,0,12.00,1,0
