id,season,match_no,date,player_name,O,M,R,W,ECON,WD,NB
344,2016/17,2nd, Nov 8 2016,Shakib Al Hasan,3,0,23,1,7.66,0,0
340,2016/17,6th,Nov 11 2016,Abu Hider,4,0,34,2,8.50,1,0
342,2016/17,4th, Nov 9 2016,Arafat Sunny,4,0,19,1,4.75,0,0
229,2015/16,5th,Nov 24 2015,Mahmudul Hasan,2,0,23,0,11.50,0,0
341,2016/17,5th,Nov 10 2016,Rubel Hossain,2,0,8,0,4.00,0,0
52,2018/19,1st, Feb 4 2019,Mahedi Hasan,4,0,28,1,7.00,1,0
51,2018/19,2nd, Feb 6 2019,Shuvagata Hom,1,0,18,1,18.00,0,0
343,2016/17,3rd, Nov 9 2016,Mehidy Hasan Miraz,3,0,15,1,5.00,0,0
345,2016/17,1st, Nov 8 2016,Ashar Zaidi,2,0,18,0,9.00,0,0
344,2016/17,2nd, Nov 8 2016,Dwayne Bravo,3,0,26,1,8.66,2,0
340,2016/17,6th,Nov 11 2016,Rayad Emrit,4,0,20,1,5.00,0,0
339,2016/17,7th,Nov 11 2016,Farhad Reza,3,0,15,0,5.00,1,0
342,2016/17,4th, Nov 9 2016,Liam Dawson,2,0,22,0,11.00,2,0
232,2015/16,2nd,Nov 22 2015,Abul Hasan,4,0,29,3,7.25,3,0
50,2018/19,Final, Feb 8 2019,Andre Russell,4,0,37,0,9.25,1,0
231,2015/16,3rd,Nov 23 2015,Mohammad Shahid,4,0,27,1,6.75,1,0
229,2015/16,5th,Nov 24 2015,Krishmar Santokie,3,0,19,0,6.33,3,0
341,2016/17,5th,Nov 10 2016,Arafat Sunny,2.4,2,0,3,0.00,0,0
230,2015/16,4th,Nov 23 2015,Shakib Al Hasan,4,0,23,3,5.75,0,0
52,2018/19,1st, Feb 4 2019,Wahab Riaz,4,0,49,1,12.25,0,1
51,2018/19,2nd, Feb 6 2019,Shakib Al Hasan,4,1,29,1,7.25,1,0
343,2016/17,3rd, Nov 9 2016,Nazmul Islam,2,0,22,0,11.00,1,0
345,2016/17,1st, Nov 8 2016,Dwayne Smith,3,0,21,1,7.00,1,0
344,2016/17,2nd, Nov 8 2016,Nasir Hossain,1,0,8,0,8.00,0,0
340,2016/17,6th,Nov 11 2016,Thisara Perera,4,0,20,1,5.00,0,0
40,2017/18,Final,Dec 12 2017,Mosaddek Hossain,3,0,32,0,10.66,0,0
339,2016/17,7th,Nov 11 2016,Mehidy Hasan Miraz,4,0,22,2,5.50,0,0
342,2016/17,4th, Nov 9 2016,Shahid Afridi,4,0,12,1,3.00,0,0
232,2015/16,2nd,Nov 22 2015,Farhad Reza,4,0,27,1,6.75,1,0
50,2018/19,Final, Feb 8 2019,Rubel Hossain,4,0,48,1,12.00,1,0
231,2015/16,3rd,Nov 23 2015,Subashis Roy,4,0,22,1,5.50,1,0
233,2015/16,1st,Nov 22 2015,Shakib Al Hasan,2,0,22,0,11.00,0,0
229,2015/16,5th,Nov 24 2015,Mashrafe Mortaza,3,0,30,1,10.00,0,0
341,2016/17,5th,Nov 10 2016,Richard Gleeson,2,0,14,1,7.00,0,0
230,2015/16,4th,Nov 23 2015,Thisara Perera,4,0,29,3,7.25,1,0
52,2018/19,1st, Feb 4 2019,Sanjit Saha,4,0,14,1,3.50,0,0
51,2018/19,2nd, Feb 6 2019,Sunil Narine,4,0,18,0,4.50,1,0
343,2016/17,3rd, Nov 9 2016,Daren Sammy,2,0,18,0,9.00,0,0
345,2016/17,1st, Nov 8 2016,Abdur Razzak,4,0,23,1,5.75,1,0
344,2016/17,2nd, Nov 8 2016,Ravi Bopara,4,0,23,1,5.75,0,0
340,2016/17,6th,Nov 11 2016,Imad Wasim,4,0,38,1,9.50,0,0
40,2017/18,Final,Dec 12 2017,Shakib Al Hasan,3,1,26,1,8.66,0,0
228,2015/16,6th,Nov 24 2015,Mohammad Shahid,3.3,0,15,1,4.28,1,0
339,2016/17,7th,Nov 11 2016,Samit Patel,4,1,20,2,5.00,2,0
342,2016/17,4th, Nov 9 2016,Rubel Hossain,3.4,0,22,1,6.00,2,0
232,2015/16,2nd,Nov 22 2015,Mustafizur Rahman,4,0,24,1,6.00,0,0
50,2018/19,Final, Feb 8 2019,Shakib Al Hasan,4,0,45,1,11.25,0,0
231,2015/16,3rd,Nov 23 2015,Dilshan Munaweera,4,0,54,0,13.50,2,0
233,2015/16,1st,Nov 22 2015,Thisara Perera,3,0,38,0,12.66,1,1
229,2015/16,5th,Nov 24 2015,Sunil Narine,4,0,29,1,7.25,0,0
341,2016/17,5th,Nov 10 2016,Shahid Afridi,3,0,12,4,4.00,0,0
230,2015/16,4th,Nov 23 2015,Saqlain Sajib,4,0,37,1,9.25,0,0
52,2018/19,1st, Feb 4 2019,Shahid Afridi,3,0,19,0,6.33,0,0
51,2018/19,2nd, Feb 6 2019,Qazi Onik,3,0,21,2,7.00,0,0
343,2016/17,3rd, Nov 9 2016,Samit Patel,4,0,18,1,4.50,0,0
345,2016/17,1st, Nov 8 2016,Tymal Mills,4,0,28,1,7.00,2,1
344,2016/17,2nd, Nov 8 2016,Sunzamul Islam,1,0,7,0,7.00,0,0
340,2016/17,6th,Nov 11 2016,Sohail Tanvir,4,0,17,1,4.25,0,0
40,2017/18,Final,Dec 12 2017,Sunil Narine,4,0,18,0,4.50,0,0
227,2015/16,7th,Nov 25 2015,Nasir Hossain,2,0,13,0,6.50,0,0
226,2015/16,8th,Nov 25 2015,Mashrafe Mortaza,4,0,22,0,5.50,1,0
224,2015/16,10th,Nov 26 2015,Farhad Reza,2,0,7,1,3.50,1,0
228,2015/16,6th,Nov 24 2015,Fidel Edwards,4,0,35,1,8.75,1,2
223,2015/16,11th,Nov 27 2015,Mashrafe Mortaza,3,0,15,0,5.00,1,0
225,2015/16,9th,Nov 26 2015,Mohammad Shahid,4,1,12,4,3.00,1,0
339,2016/17,7th,Nov 11 2016,Mohammad Sami,4,0,37,0,9.25,1,0
342,2016/17,4th, Nov 9 2016,Abdur Razzak,4,0,24,0,6.00,1,0
232,2015/16,2nd,Nov 22 2015,Yasir Shah,4,1,14,0,3.50,0,0
50,2018/19,Final, Feb 8 2019,Sunil Narine,4,0,18,0,4.50,1,0
231,2015/16,3rd,Nov 23 2015,Ajantha Mendis,3,0,27,1,9.00,1,0
233,2015/16,1st,Nov 22 2015,Arafat Sunny,3,0,38,0,12.66,0,0
229,2015/16,5th,Nov 24 2015,Ashar Zaidi,4,0,29,2,7.25,0,0
341,2016/17,5th,Nov 10 2016,Junaid Khan,2,0,14,1,7.00,0,2
230,2015/16,4th,Nov 23 2015,Abu Jayed,4,0,36,0,9.00,0,0
52,2018/19,1st, Feb 4 2019,Nahidul Islam,3,0,18,0,6.00,0,0
51,2018/19,2nd, Feb 6 2019,Mashrafe Mortaza,4,0,32,2,8.00,0,0
343,2016/17,3rd, Nov 9 2016,Abul Hasan,4,0,28,5,7.00,0,0
345,2016/17,1st, Nov 8 2016,Mohammad Nabi,4,0,24,4,6.00,1,0
344,2016/17,2nd, Nov 8 2016,Alauddin Babu,1,0,17,0,17.00,0,0
340,2016/17,6th,Nov 11 2016,Mashrafe Mortaza,4,0,21,0,5.25,0,0
40,2017/18,Final,Dec 12 2017,Shahid Afridi,4,0,28,0,7.00,0,0
227,2015/16,7th,Nov 25 2015,Farhad Reza,3,0,24,0,8.00,0,0
226,2015/16,8th,Nov 25 2015,Nuwan Kulasekara,3,1,8,3,2.66,2,0
224,2015/16,10th,Nov 26 2015,Abul Hasan,2,0,14,1,7.00,0,0
228,2015/16,6th,Nov 24 2015,Subashis Roy,3,0,19,1,6.33,0,0
222,2015/16,12th,Nov 27 2015,Mohammad Shahid,4,0,27,2,6.75,2,0
221,2015/16,13th,Nov 30 2015,Tillakaratne Dilshan,1,0,9,1,9.00,0,0
223,2015/16,11th,Nov 27 2015,Nuwan Kulasekara,4,1,12,4,3.00,0,0
225,2015/16,9th,Nov 26 2015,Ajantha Mendis,4,0,41,0,10.25,2,0
339,2016/17,7th,Nov 11 2016,Abul Hasan,4,0,30,1,7.50,0,0
342,2016/17,4th, Nov 9 2016,Mohammad Nabi,2,0,10,0,5.00,0,0
232,2015/16,2nd,Nov 22 2015,Mosharraf Hossain,4,0,15,2,3.75,0,0
50,2018/19,Final, Feb 8 2019,Qazi Onik,2,0,19,0,9.50,0,0
231,2015/16,3rd,Nov 23 2015,Nazmul Islam,4,0,40,1,10.00,0,0
233,2015/16,1st,Nov 22 2015,Abu Jayed,4,0,26,2,6.50,0,0
229,2015/16,5th,Nov 24 2015,Mohammad Amir,3.5,0,27,2,7.04,0,0
341,2016/17,5th,Nov 10 2016,Mohammad Asghar,2,0,6,0,3.00,1,0
230,2015/16,4th,Nov 23 2015,Muktar Ali,2,0,16,0,8.00,1,0
52,2018/19,1st, Feb 4 2019,Sohag Gazi,2,0,15,0,7.50,0,0
51,2018/19,2nd, Feb 6 2019,Farhad Reza,1,0,13,0,13.00,0,0
343,2016/17,3rd, Nov 9 2016,Shafiul Islam,4,0,29,2,7.25,1,0
345,2016/17,1st, Nov 8 2016,Shoaib Malik,1,0,3,0,3.00,0,0
344,2016/17,2nd, Nov 8 2016,Al-Amin Hossain,3,0,35,0,11.66,4,0
340,2016/17,6th,Nov 11 2016,Nabil Samad,3,0,12,1,4.00,0,0
40,2017/18,Final,Dec 12 2017,Abu Hider,2,0,26,0,13.00,1,0
227,2015/16,7th,Nov 25 2015,Mustafizur Rahman,4,0,38,2,9.50,3,0
226,2015/16,8th,Nov 25 2015,Sunil Narine,3.3,0,21,1,6.00,0,0
224,2015/16,10th,Nov 26 2015,Mustafizur Rahman,3.4,0,14,3,3.81,0,0
228,2015/16,6th,Nov 24 2015,Nazmul Islam,4,0,18,3,4.50,1,0
222,2015/16,12th,Nov 27 2015,Fidel Edwards,4,1,35,1,8.75,1,1
221,2015/16,13th,Nov 30 2015,Mohammad Amir,4,0,20,2,5.00,0,0
223,2015/16,11th,Nov 27 2015,Sunil Narine,4,0,16,1,4.00,1,0
225,2015/16,9th,Nov 26 2015,Dilshan Munaweera,4,0,19,0,4.75,0,0
339,2016/17,7th,Nov 11 2016,Mohammad Shahid,3.1,0,28,1,8.84,1,0
342,2016/17,4th, Nov 9 2016,Tymal Mills,3,0,30,1,10.00,1,1
232,2015/16,2nd,Nov 22 2015,Mashrafe Mortaza,3.2,0,23,1,6.90,1,0
50,2018/19,Final, Feb 8 2019,Shuvagata Hom,1,0,14,0,14.00,0,0
231,2015/16,3rd,Nov 23 2015,Mohammad Amir,4,0,19,0,4.75,2,0
233,2015/16,1st,Nov 22 2015,Al-Amin,2,0,18,0,9.00,0,0
229,2015/16,5th,Nov 24 2015,Taskin Ahmed,4,1,34,0,8.50,0,0
341,2016/17,5th,Nov 10 2016,Shuvagata Hom,2,0,10,0,5.00,0,0
230,2015/16,4th,Nov 23 2015,Mohammad Sami,4,0,35,2,8.75,0,1
52,2018/19,1st, Feb 4 2019,Mashrafe Mortaza,4,0,43,1,10.75,2,1
51,2018/19,2nd, Feb 6 2019,Nazmul Islam,3.4,0,47,1,12.81,1,0
343,2016/17,3rd, Nov 9 2016,Junaid Khan,4,0,23,4,5.75,0,1
345,2016/17,1st, Nov 8 2016,Taskin Ahmed,4,0,31,1,7.75,0,0
344,2016/17,2nd, Nov 8 2016,Monir Hossain,3,0,23,1,7.66,0,1
340,2016/17,6th,Nov 11 2016,Nahidul Islam,1,0,10,0,10.00,0,0
40,2017/18,Final,Dec 12 2017,Khaled Ahmed,2,0,39,0,19.50,0,0
227,2015/16,7th,Nov 25 2015,Abul Hasan,4,0,41,1,10.25,1,0
226,2015/16,8th,Nov 25 2015,Abu Hider,4,0,21,2,5.25,3,0
224,2015/16,10th,Nov 26 2015,Mosharraf Hossain,3,0,18,1,6.00,0,0
228,2015/16,6th,Nov 24 2015,Ravi Bopara,4,0,14,1,3.50,0,0
222,2015/16,12th,Nov 27 2015,Dilshan Munaweera,4,0,20,1,5.00,0,0
221,2015/16,13th,Nov 30 2015,Shafiul Islam,4,0,34,1,8.50,3,1
223,2015/16,11th,Nov 27 2015,Ashar Zaidi,4,0,13,1,3.25,1,0
225,2015/16,9th,Nov 26 2015,Nasum Ahmed,2,0,15,1,7.50,0,0
339,2016/17,7th,Nov 11 2016,Nasir Hossain,3,0,24,0,8.00,0,0
342,2016/17,4th, Nov 9 2016,Dwayne Smith,2,0,20,0,10.00,1,0
232,2015/16,2nd,Nov 22 2015,Krishmar Santokie,3,0,16,0,5.33,1,0
50,2018/19,Final, Feb 8 2019,Mohammad Saifuddin,4,0,38,2,9.50,2,0
231,2015/16,3rd,Nov 23 2015,Tillakaratne Dilshan,1,0,24,0,24.00,0,0
233,2015/16,1st,Nov 22 2015,Daren Sammy,2,0,19,0,9.50,0,0
229,2015/16,5th,Nov 24 2015,Shafiul Islam,4,0,43,1,10.75,1,0
230,2015/16,4th,Nov 23 2015,Al-Amin Hossain,4,0,39,0,9.75,0,0
52,2018/19,1st, Feb 4 2019,Farhad Reza,2.5,0,29,0,10.23,0,0
51,2018/19,2nd, Feb 6 2019,Shafiul Islam,3,0,20,0,6.66,1,0
343,2016/17,3rd, Nov 9 2016,Mohammad Asghar,4,0,21,1,5.25,0,0
344,2016/17,2nd, Nov 8 2016,Mahedi Hasan,1,0,13,0,13.00,0,0
340,2016/17,6th,Nov 11 2016,Mohammad Sharif,2.3,0,30,1,12.00,2,1
40,2017/18,Final,Dec 12 2017,Mashrafe Mortaza,4,1,25,1,6.25,1,0
227,2015/16,7th,Nov 25 2015,Mosharraf Hossain,3,0,31,1,10.33,0,0
226,2015/16,8th,Nov 25 2015,Ashar Zaidi,4,0,16,3,4.00,1,0
224,2015/16,10th,Nov 26 2015,Yasir Shah,4,0,26,1,6.50,1,0
228,2015/16,6th,Nov 24 2015,Mohammad Sami,4,1,9,1,2.25,2,0
222,2015/16,12th,Nov 27 2015,Nasum Ahmed,3,0,20,1,6.66,1,0
221,2015/16,13th,Nov 30 2015,Asif Hasan,3,0,18,0,6.00,0,0
223,2015/16,11th,Nov 27 2015,Abu Hider,4,0,15,2,3.75,1,0
225,2015/16,9th,Nov 26 2015,Ravi Bopara,4,0,8,1,2.00,1,0
339,2016/17,7th,Nov 11 2016,Shakib Al Hasan,4,0,18,1,4.50,0,0
342,2016/17,4th, Nov 9 2016,Shoaib Malik,1,0,6,0,6.00,0,0
232,2015/16,2nd,Nov 22 2015,Sunil Narine,4,0,24,1,6.00,1,0
50,2018/19,Final, Feb 8 2019,Mahedi Hasan,3,0,30,0,10.00,0,0
231,2015/16,3rd,Nov 23 2015,Taskin Ahmed,4,0,46,0,11.50,1,0
233,2015/16,1st,Nov 22 2015,Saqlain Sajib,4,0,26,3,6.50,1,0
229,2015/16,5th,Nov 24 2015,Saeed Ajmal,3,0,35,0,11.66,5,0
230,2015/16,4th,Nov 23 2015,Mahmudullah,2,0,16,0,8.00,0,0
52,2018/19,1st, Feb 4 2019,Benny Howell,2,0,19,0,9.50,1,0
51,2018/19,2nd, Feb 6 2019,Nahidul Islam,2,0,16,0,8.00,0,0
343,2016/17,3rd, Nov 9 2016,Mosharraf Hossain,4,0,24,0,6.00,0,0
344,2016/17,2nd, Nov 8 2016,Rayad Emrit,3,0,21,0,7.00,0,0
40,2017/18,Final,Dec 12 2017,Sohag Gazi,3,1,32,2,10.66,0,0
227,2015/16,7th,Nov 25 2015,Yasir Shah,4,0,24,2,6.00,0,0
226,2015/16,8th,Nov 25 2015,Mohammad Sami,2,0,11,0,5.50,0,0
224,2015/16,10th,Nov 26 2015,Nasir Hossain,4,1,12,3,3.00,1,0
228,2015/16,6th,Nov 24 2015,Al-Amin Hossain,4,0,36,5,9.00,0,0
222,2015/16,12th,Nov 27 2015,Ravi Bopara,3,0,41,0,13.66,1,0
221,2015/16,13th,Nov 30 2015,Enamul Haque jnr,3,0,26,0,8.66,0,0
223,2015/16,11th,Nov 27 2015,Thisara Perera,2,0,13,0,6.50,3,0
225,2015/16,9th,Nov 26 2015,Nazmul Islam,2,0,11,1,5.50,0,0
339,2016/17,7th,Nov 11 2016,Dwayne Bravo,3,0,17,0,5.66,1,0
232,2015/16,2nd,Nov 22 2015,Shuvagata Hom,1,0,10,0,10.00,0,0
50,2018/19,Final, Feb 8 2019,Wahab Riaz,4,0,28,3,7.00,1,0
231,2015/16,3rd,Nov 23 2015,Asif Ahmed,1,0,11,0,11.00,1,0
233,2015/16,1st,Nov 22 2015,Mohammad Amir,4,1,30,4,7.50,1,0
229,2015/16,5th,Nov 24 2015,Asif Ahmed,2,0,18,0,9.00,0,0
230,2015/16,4th,Nov 23 2015,Kevon Cooper,4,1,15,5,3.75,0,0
52,2018/19,1st, Feb 4 2019,Shafiul Islam,3,0,21,1,7.00,0,0
51,2018/19,2nd, Feb 6 2019,Benny Howell,3,0,17,1,5.66,0,0
343,2016/17,3rd, Nov 9 2016,Shuvagata Hom,1,0,10,0,10.00,0,0
344,2016/17,2nd, Nov 8 2016,Thisara Perera,1,0,16,0,16.00,1,0
40,2017/18,Final,Dec 12 2017,Rubel Hossain,4,0,28,1,7.00,2,0
227,2015/16,7th,Nov 25 2015,Shakib Al Hasan,4,0,16,4,4.00,1,0
226,2015/16,8th,Nov 25 2015,Al-Amin Hossain,4,0,29,1,7.25,0,0
224,2015/16,10th,Nov 26 2015,Mohammad Amir,2,0,16,0,8.00,0,0
228,2015/16,6th,Nov 24 2015,Seekkuge Prasanna,4,0,20,0,5.00,0,0
222,2015/16,12th,Nov 27 2015,Nazmul Islam,1,0,9,0,9.00,0,0
221,2015/16,13th,Nov 30 2015,Elton Chigumbura,2,0,38,1,19.00,4,1
223,2015/16,11th,Nov 27 2015,Sachithra Senanayake,3,0,13,0,4.33,0,0
225,2015/16,9th,Nov 26 2015,Shakib Al Hasan,4,0,31,3,7.75,0,0
339,2016/17,7th,Nov 11 2016,Ravi Bopara,3,0,34,0,11.33,3,0
232,2015/16,2nd,Nov 22 2015,Mahmudul Hasan,4,0,22,0,5.50,1,0
50,2018/19,Final, Feb 8 2019,Sanjit Saha,1,0,10,0,10.00,0,0
231,2015/16,3rd,Nov 23 2015,Saeed Ajmal,4,0,35,2,8.75,1,0
233,2015/16,1st,Nov 22 2015,Taskin Ahmed,4,0,35,1,8.75,0,0
230,2015/16,4th,Nov 23 2015,Seekkuge Prasanna,4,0,24,1,6.00,0,0
343,2016/17,3rd, Nov 9 2016,Mahmudullah,2,0,6,3,3.00,1,0
344,2016/17,2nd, Nov 8 2016,Dilshan Munaweera,3,0,22,0,7.33,0,0
40,2017/18,Final,Dec 12 2017,Ravi Bopara,2,0,21,1,10.50,0,0
227,2015/16,7th,Nov 25 2015,Sachithra Senanayake,3,0,21,0,7.00,0,0
226,2015/16,8th,Nov 25 2015,Taijul Islam,4,0,12,0,3.00,0,0
224,2015/16,10th,Nov 26 2015,Saeed Ajmal,4,0,12,0,3.00,0,0
228,2015/16,6th,Nov 24 2015,Kevon Cooper,4,0,14,0,3.50,1,0
222,2015/16,12th,Nov 27 2015,Farhad Reza,2.5,0,18,1,6.35,2,0
221,2015/16,13th,Nov 30 2015,Ziaur Rahman,3,0,24,2,8.00,0,0
223,2015/16,11th,Nov 27 2015,Arafat Sunny,3,0,13,1,4.33,0,0
225,2015/16,9th,Nov 26 2015,Arafat Sunny,4,0,27,1,6.75,1,0
339,2016/17,7th,Nov 11 2016,Abu Jayed,2,0,14,1,7.00,1,0
232,2015/16,2nd,Nov 22 2015,Abu Hider,4,0,17,2,4.25,0,0
50,2018/19,Final, Feb 8 2019,Shahid Afridi,4,0,37,0,9.25,1,0
231,2015/16,3rd,Nov 23 2015,Shafiul Islam,4,0,25,3,6.25,0,0
233,2015/16,1st,Nov 22 2015,Shafiul Islam,4,0,41,1,10.25,0,0
344,2016/17,2nd, Nov 8 2016,Taijul Islam,2,0,14,1,7.00,1,0
40,2017/18,Final,Dec 12 2017,Isuru Udana,4,0,25,2,6.25,2,0
227,2015/16,7th,Nov 25 2015,Arafat Sunny,4,0,15,2,3.75,2,0
226,2015/16,8th,Nov 25 2015,Seekkuge Prasanna,4,0,16,0,4.00,0,0
224,2015/16,10th,Nov 26 2015,Shafiul Islam,2.1,0,23,1,10.61,0,0
228,2015/16,6th,Nov 24 2015,Taijul Islam,4,0,23,3,5.75,1,0
222,2015/16,12th,Nov 27 2015,Mosharraf Hossain,4,0,15,3,3.75,1,0
221,2015/16,13th,Nov 30 2015,Mohammad Sami,4,0,19,1,4.75,1,0
223,2015/16,11th,Nov 27 2015,Saqlain Sajib,2.5,0,20,0,7.05,1,0
225,2015/16,9th,Nov 26 2015,Sachithra Senanayake,4,0,15,1,3.75,0,0
50,2018/19,Final, Feb 8 2019,Thisara Perera,4,0,35,2,8.75,1,0
233,2015/16,1st,Nov 22 2015,Enamul Haque jnr,2,0,20,0,10.00,0,0
40,2017/18,Final,Dec 12 2017,Nazmul Islam,2,0,8,2,4.00,0,0
227,2015/16,7th,Nov 25 2015,Al-Amin,2,0,13,0,6.50,0,0
226,2015/16,8th,Nov 25 2015,Kevon Cooper,3,0,7,1,2.33,0,0
224,2015/16,10th,Nov 26 2015,Enamul Haque jnr,2,0,13,0,6.50,0,0
222,2015/16,12th,Nov 27 2015,Mustafizur Rahman,4,0,30,2,7.50,0,0
221,2015/16,13th,Nov 30 2015,Al-Amin Hossain,4,0,34,2,8.50,2,0
225,2015/16,9th,Nov 26 2015,Thisara Perera,4,0,11,1,2.75,0,0
233,2015/16,1st,Nov 22 2015,Jeevan Mendis,3,0,22,0,7.33,0,0
227,2015/16,7th,Nov 25 2015,Daren Sammy,2,0,10,0,5.00,0,0
224,2015/16,10th,Nov 26 2015,Tillakaratne Dilshan,4,0,24,0,6.00,3,0
222,2015/16,12th,Nov 27 2015,Abul Hasan,3,0,30,2,10.00,1,0
221,2015/16,13th,Nov 30 2015,Kevon Cooper,4,0,28,3,7.00,1,0
225,2015/16,9th,Nov 26 2015,Saqlain Sajib,1,0,6,0,6.00,0,0
233,2015/16,1st,Nov 22 2015,Ziaur Rahman,2,0,30,0,15.00,1,0
227,2015/16,7th,Nov 25 2015,Thisara Perera,4,0,25,3,6.25,2,1
224,2015/16,10th,Nov 26 2015,Naeem Islam,3,0,7,3,2.33,0,0
222,2015/16,12th,Nov 27 2015,Nasir Hossain,2,0,14,0,7.00,0,0
221,2015/16,13th,Nov 30 2015,Taijul Islam,3,0,20,1,6.66,0,0
225,2015/16,9th,Nov 26 2015,Abu Jayed,1.2,0,5,2,3.75,0,0
233,2015/16,1st,Nov 22 2015,Elton Chigumbura,1,0,9,1,9.00,1,0
227,2015/16,7th,Nov 25 2015,Abu Jayed,0.4,0,1,1,1.50,0,0
222,2015/16,12th,Nov 27 2015,Yasir Shah,4,0,24,2,6.00,0,0
221,2015/16,13th,Nov 30 2015,Seekkuge Prasanna,4,0,25,0,6.25,0,0
225,2015/16,9th,Nov 26 2015,Daren Sammy,1,0,7,1,7.00,0,0
221,2015/16,13th,Nov 30 2015,Mahmudullah,0.5,0,6,1,7.20,0,0
218,2015/16,16th, Dec 1 2015,Mohammad Sami,4,0,29,0,7.25,2,0
219,2015/16,15th, Dec 1 2015,Daren Sammy,2,0,11,0,5.50,0,0
218,2015/16,16th, Dec 1 2015,Al-Amin Hossain,4,0,40,0,10.00,1,0
215,2015/16,19th, Dec 3 2015,Mohammad Sami,4,0,16,2,4.00,1,0
219,2015/16,15th, Dec 1 2015,Mohammad Nabi,4,0,18,1,4.50,1,0
213,2015/16,21st, Dec 6 2015,Sohail Tanvir,3,1,9,1,3.00,0,0
217,2015/16,17th, Dec 2 2015,Abul Hasan,3,0,18,0,6.00,0,0
216,2015/16,18th, Dec 2 2015,Mohammad Amir,4,0,18,1,4.50,1,0
220,2015/16,14th,Nov 30 2015,Mohammad Shahid,4,0,28,0,7.00,0,0
214,2015/16,20th, Dec 3 2015,Shoaib Malik,4,0,27,0,6.75,1,0
218,2015/16,16th, Dec 1 2015,Kevon Cooper,4,0,30,2,7.50,1,0
215,2015/16,19th, Dec 3 2015,Al-Amin Hossain,4,0,30,3,7.50,0,0
212,2015/16,22nd, Dec 6 2015,Thisara Perera,4,1,25,0,6.25,2,0
210,2015/16,24th, Dec 7 2015,Arafat Sunny,4,0,14,4,3.50,1,0
28,2015/16,26th, Dec 8 2015,Shoaib Malik,4,0,23,1,5.75,1,0
27,2015/16,27th, Dec 9 2015,Sohail Tanvir,4,0,32,0,8.00,1,0
219,2015/16,15th, Dec 1 2015,Shakib Al Hasan,4,1,16,2,4.00,1,0
213,2015/16,21st, Dec 6 2015,Mohammad Shahid,3,0,23,2,7.66,0,0
217,2015/16,17th, Dec 2 2015,Farhad Reza,3,0,26,2,8.66,2,0
216,2015/16,18th, Dec 2 2015,Shafiul Islam,4,0,37,2,9.25,1,0
26,2015/16,28th, Dec 9 2015,Mohammad Sami,4,0,31,2,7.75,1,0
220,2015/16,14th,Nov 30 2015,Rubel Hossain,4,0,48,0,12.00,1,0
214,2015/16,20th, Dec 3 2015,Nuwan Kulasekara,4,0,27,0,6.75,1,0
218,2015/16,16th, Dec 1 2015,Mahmudullah,3,0,23,1,7.66,0,0
215,2015/16,19th, Dec 3 2015,Rayad Emrit,4,0,18,2,4.50,0,0
212,2015/16,22nd, Dec 6 2015,Abu Jayed,3,0,18,0,6.00,1,0
210,2015/16,24th, Dec 7 2015,Shakib Al Hasan,4,0,25,2,6.25,1,0
28,2015/16,26th, Dec 8 2015,Abu Hider,4,1,28,2,7.00,1,0
27,2015/16,27th, Dec 9 2015,Mohammad Shahid,4,0,33,1,8.25,0,0
29,2015/16,25th, Dec 8 2015,Mohammad Amir,4,1,18,3,4.50,0,0
211,2015/16,23rd, Dec 7 2015,Shoaib Malik,4,0,15,1,3.75,0,0
219,2015/16,15th, Dec 1 2015,Arafat Sunny,4,0,27,2,6.75,0,0
213,2015/16,21st, Dec 6 2015,Rubel Hossain,2,0,6,2,3.00,1,0
217,2015/16,17th, Dec 2 2015,Mustafizur Rahman,4,0,33,1,8.25,0,0
216,2015/16,18th, Dec 2 2015,Bilawal Bhatti,4,0,20,1,5.00,0,0
26,2015/16,28th, Dec 9 2015,Al-Amin Hossain,4,0,31,1,7.75,0,0
220,2015/16,14th,Nov 30 2015,Hammad Azam,2,0,19,0,9.50,2,0
214,2015/16,20th, Dec 3 2015,Abu Hider,4,0,34,1,8.50,0,0
218,2015/16,16th, Dec 1 2015,Seekkuge Prasanna,4,0,23,2,5.75,1,0
25,2015/16,29th,Dec 10 2015,Sohail Tanvir,4,0,33,0,8.25,1,0
215,2015/16,19th, Dec 3 2015,Taijul Islam,4,0,21,1,5.25,0,0
212,2015/16,22nd, Dec 6 2015,Daren Sammy,3,0,18,1,6.00,0,0
210,2015/16,24th, Dec 7 2015,Mohammad Nabi,2.5,0,15,3,5.29,0,0
28,2015/16,26th, Dec 8 2015,Ashar Zaidi,4,0,14,1,3.50,0,0
27,2015/16,27th, Dec 9 2015,Shahid Afridi,3,0,25,0,8.33,0,0
29,2015/16,25th, Dec 8 2015,Bilawal Bhatti,4,0,24,1,6.00,0,0
211,2015/16,23rd, Dec 7 2015,Shuvagata Hom,2,0,18,0,9.00,1,0
219,2015/16,15th, Dec 1 2015,Muktar Ali,2,0,10,0,5.00,0,0
213,2015/16,21st, Dec 6 2015,Ravi Bopara,4,0,12,3,3.00,0,0
217,2015/16,17th, Dec 2 2015,Yasir Shah,4,0,26,2,6.50,0,0
216,2015/16,18th, Dec 2 2015,Taskin Ahmed,4,0,27,1,6.75,1,0
26,2015/16,28th, Dec 9 2015,Kevon Cooper,4,0,24,2,6.00,1,0
220,2015/16,14th,Nov 30 2015,Dilshan Munaweera,3,0,26,0,8.66,1,0
